study_nr,author,title,pubyear,invivo_exvivo,invivo_exvivo_nr,structures_names,structures_nr,ident_seg,ident_seg_nr,Manual_or_Automatic_segmentation,manseg_auto_seg_nr,Which_sequence_visible,sequence_nr,Field_strength,Field_strength_nr,control_patient,type_of_patient,Total_n,T1_x,T1_y,T1_z,T1_voxel_volume_cubic_mm,T2_x,T2_y,T2_z,T2_voxel_volume_cubic_mm,T2s_x,T2s_y,T2s_z,T2s_voxel_volume_cubic_mm,fT2s_x,fT2s_y,fT2s_z,fT2s_voxel_volume_cubic_mm,dwi_x,dwi_y,dwi_z,dwi_voxel_volume_cubic_mm,swi_x,swi_y,swi_z,swi_voxel_volume_cubic_mm,mt_x,mt_y,mt_z,mt_voxel_volume_cubic_mm,pd_x,pd_y,pd_z,pd_voxel_volume_cubic_mm,other_x,other_y,other_z,other_voxel_volume_cubic_mm
24,Calamante,Super-resolution track-density imaging of thalamic substructures_ comparison with high-resolution anatomical magnetic resonance imaging at 7.0T.pdf,2013,Invivo,1,ventral lateral anterior thalamic nucleus,141,Identification,1,NA,0,DWI,5,7.0,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,5.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Calamante,Super-resolution track-density imaging of thalamic substructures_ comparison with high-resolution anatomical magnetic resonance imaging at 7.0T.pdf,2013,Invivo,1,ventral lateral posterior thalamic nucleus,142,Identification,1,NA,0,DWI,5,7.0,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,5.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Calamante,Super-resolution track-density imaging of thalamic substructures_ comparison with high-resolution anatomical magnetic resonance imaging at 7.0T.pdf,2013,Invivo,1,ventral lateral posterior thalamic nucleus,142,Identification,1,NA,0,DWI,5,7.0,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,5.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Calamante,Super-resolution track-density imaging of thalamic substructures_ comparison with high-resolution anatomical magnetic resonance imaging at 7.0T.pdf,2013,Invivo,1,ventral anterior thalamic nucleus,138,Identification,1,NA,0,DWI,5,7.0,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,5.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Calamante,Super-resolution track-density imaging of thalamic substructures_ comparison with high-resolution anatomical magnetic resonance imaging at 7.0T.pdf,2013,Invivo,1,ventral posterior thalamic nucleus,144,Identification,1,NA,0,DWI,5,7.0,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,1.8,5.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Chalifoux,The ability of high field strength 7-T magnetic resonance imaging to reveal previously uncharacterized brain lesions in patients with tuberous sclerosis complex.pdf,2013,Invivo,1,striatum,16,Identification,1,NA,0,MPRAGE / T2 weighted,10,7.0,1,2,2,4,NA,NA,NA,NA,9999,9999,9999,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Chalifoux,The ability of high field strength 7-T magnetic resonance imaging to reveal previously uncharacterized brain lesions in patients with tuberous sclerosis complex.pdf,2013,Invivo,1,caudate,17,Identification,1,NA,0,T2 weighted,2,7.0,1,2,2,4,NA,NA,NA,NA,9999,9999,9999,9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Chen ,An optimised framework for reconstructing and processing MR phase images..pdf,2010,Invivo,1,caudate,17,Segmentation,2,Manual,1,GE phase T2*,3,7.0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Chen ,An optimised framework for reconstructing and processing MR phase images..pdf,2010,Invivo,1,substantia nigra,104,Segmentation,2,Manual,1,GE phase T2*,3,7.0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,medula oblongata,11,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,caudate,17,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,crus cerebri,24,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,inferior colliculus,47,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,superior colliculus,48,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,mammillary body,53,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,pons,79,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,red nucleus,91,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,substantia nigra,104,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,subthalamic nucleus,112,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,thalamus,115,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,centromedian thalamic nucleus,119,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,medial dorsal thalamic nucleus,121,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,ventral lateral thalamic nucleus,140,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Cho,New Brain Atlas„Mapping the Human Brain In Vivo with 7.0 T MRI and Comparison with Postmortem Histology/ Will These Images Change Modern Medicine?,2008,Invivo,1,ventral lateral posterior thalamic nucleus,142,Identification,1,NA,0,2D T2* weighted,3,7.0,1,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Cho,Direct visualization of deep brain stimulation targets in Parkinson disease with the use of 7-tesla magnetic resonance imaging,2010,Invivo,1,globus pallidus internal segment,14,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Cho,Direct visualization of deep brain stimulation targets in Parkinson disease with the use of 7-tesla magnetic resonance imaging,2010,Invivo,1,globus pallidus external segment,15,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Cho,Direct visualization of deep brain stimulation targets in Parkinson disease with the use of 7-tesla magnetic resonance imaging,2010,Invivo,1,putamen,19,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Cho,Direct visualization of deep brain stimulation targets in Parkinson disease with the use of 7-tesla magnetic resonance imaging,2010,Invivo,1,claustrum,23,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Cho,Direct visualization of deep brain stimulation targets in Parkinson disease with the use of 7-tesla magnetic resonance imaging,2010,Invivo,1,substantia nigra,104,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Cho,Direct visualization of deep brain stimulation targets in Parkinson disease with the use of 7-tesla magnetic resonance imaging,2010,Invivo,1,subthalamic nucleus,112,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Cho,Quantitative analysis of the hippocampus using images obtained from 7.0 T MRI,2010,Invivo,1,amygdala,3,Identification,1,NA,0,3D FLASH,3,7.0,1,1,0,13,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.35,0.35,0.042875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Cho,Classification of the venous architecture of the pineal gland by 7T MRI,2011,Invivo,1,inferior colliculus,47,Identification,1,NA,0,T2*,3,7.0,1,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Cho,Classification of the venous architecture of the pineal gland by 7T MRI,2011,Invivo,1,superior colliculus,48,Identification,1,NA,0,T2*,3,7.0,1,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Cho,Classification of the venous architecture of the pineal gland by 7T MRI,2011,Invivo,1,mammillary body,53,Identification,1,NA,0,T2*,3,7.0,1,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Cho,Classification of the venous architecture of the pineal gland by 7T MRI,2011,Invivo,1,pineal gland,71,Identification,1,NA,0,T2*,3,7.0,1,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Cho,Classification of the venous architecture of the pineal gland by 7T MRI,2011,Invivo,1,thalamus,115,Identification,1,NA,0,T2*,3,7.0,1,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Cho,Direct visualization of Parkinson's disease by in vivo human brain imaging using 7.0T magnetic resonance imaging.pdf,2011,Invivo,1,red nucleus,91,Identification,1,NA,0,2D T2* weighted,3,7.0,1,3,1,19,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Cho,Direct visualization of Parkinson's disease by in vivo human brain imaging using 7.0T magnetic resonance imaging.pdf,2011,Invivo,1,substantia nigra,104,Segmentation,2,NA,9999,2D T2* weighted,3,7.0,1,3,1,19,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,2,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,anterior thalamic nucleus,116,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,centromedian thalamic nucleus,119,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,medial dorsal thalamic nucleus,121,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,dorsal superficial thalamic nucleus,125,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,pulvinar,136,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,ventral lateral thalamic nucleus,140,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,ventral lateral posterior thalamic nucleus,142,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Cho,Observation of glucose metabolism in the thalamic nuclei by fusion PET_MRI.pdf,2011,Invivo,1,ventral anterior thalamic nucleus,138,Segmentation,2,Manual,1,T1 MPRAGE,1,7.0,1,1,0,5,0.33,0.33,1.2,0.13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,globus pallidus,13,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,caudate,17,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,putamen,19,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,superior colliculus,48,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,mammillary body,53,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,pineal gland,71,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,thalamus,115,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,lateral geniculate thalamic nucleus,129,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,medial geniculate thalamic nucleus,133,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Christofordidis,High Resolution MRI of the Deep Brain Vascular Anatomy at 8 Tesla Susceptibility-Based Enhancement of the Venous Structures,1999,Invivo,1,pulvinar,136,Identification,1,NA,0,2D GRE,3,8.0,2,1,0,9999,NA,NA,NA,NA,NA,NA,NA,NA,0.195,0.195,2,0.07605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Cosottini,Comparison of 3T and 7T susceptibility-weighted angiography of the substantia nigra in diagnosing Parkinson disease.pdf,2014,Invivo,1,parabrachial nucleus,67,Identification,1,NA,0,SWAN,3,7.0,1,3,1,27,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.312,1.2,0.1168128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Cosottini,Comparison of 3T and 7T susceptibility-weighted angiography of the substantia nigra in diagnosing Parkinson disease.pdf,2014,Invivo,1,red nucleus,91,Identification,1,NA,0,SWAN,3,7.0,1,3,1,27,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.312,1.2,0.1168128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Cosottini,Comparison of 3T and 7T susceptibility-weighted angiography of the substantia nigra in diagnosing Parkinson disease.pdf,2014,Invivo,1,retrorubral field,98,Identification,1,NA,0,SWAN,3,7.0,1,3,1,27,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.312,1.2,0.1168128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Cosottini,Comparison of 3T and 7T susceptibility-weighted angiography of the substantia nigra in diagnosing Parkinson disease.pdf,2014,Invivo,1,substantia nigra pars compacta ventralis,106,Identification,1,NA,0,SWAN,3,7.0,1,3,1,27,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.312,1.2,0.1168128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
